8d3b287f99d9c966d90e1e45b9b76c1d58bb5a8f,1-A-Klukkuvellir
19f164062b43ef36cee4f9fae6af48af301073b2,1-A-Klukkuvellir
bba5021bc69c1bf1a259b15ae5128e054e825466,1-B-Hlemmur
8dbddc829c95cb0462fd352a0aeca7ae7ed3af80,1-B-Hlemmur
9ad32019f0e2d891ec5f37e2936b08aa686f2b31,1-B-Hlemmur
8c8019759abfb592e6cc789a600d3508c7237e35,2-A-Versalir
8ea0bd789aea102e1b363934070b8d81d81367c1,2-A-Versalir
1bf11ed127490af598a9fe2ae2c7c1b01c6f9c6f,2-B-Hlemmur
396982fe01c17347a49f7b923765d2f7bd856fc7,3-A-Fellaskoli
e97cb18d66415a66e0be64f88f671891f3454a9c,3-A-Fellaskoli
f47a3321760a87c93c9a2a6f14ca18609e6ac991,3-A-Fellaskoli
de14d9c4cae420b37ca74e81aac1d67ef9128662,3-B-Hlemmur
09e6c27ef9799870bddd705bb0ea7d8e51a60c3c,3-B-Hlemmur
8eebbafb3417426c1a31b289b3e9b23a621aba5e,4-A-Snuningur_Fellaskoli
1034acb7b1635cdb0c54de64c9e35cf08ef37876,4-A-Snuningur_Fellaskoli
0ad189f27d55034c0963039f1e54266a0ef07c33,4-B-Hlemmur
7c911cbbc45863a2cbad8d29b5d3460af13aeee6,4-B-Hlemmur
9a9d28390a0fa651524fa5759c6a19b1545061ad,4-B-Hlemmur
939bf71c814d01bbe9f63595189cce69be3ed8a2,4-B-Hlemmur
96c9fdb54cb144b239dd0df46122838a56f8c974,5-A-Ellidabraut_Arvad
3f642f95104976152f531eb311a23d5961cf5d73,5-A-Ellidabraut_Arvad
84ed1292fb2c88187013a7552046d37fdd60adb0,5-A-Ellidabraut_Arvad
99b93e84fc53c5cc7492f6dc0ae7ab341939b74a,5-B-Hlemmur
108898e72becae2b3e4c68b4c2d7293206cd6196,5-B-Hlemmur
49348014408f66c0704822f776506d3c6196bf4d,5-B-Hlemmur
d60db985ef3fd785a4591b81fb256a0f489b0aa8,6-A-Thusold_Husasmidjan
bc87bdbdb88be56f0277e32e28643bf853f98799,6-A-Thusold_Husasmidjan
b61456c33b026b067a2a098ebe4221cd2818698f,6-A-Thusold_Husasmidjan
b61456c33b026b067a2a098ebe4221cd2818698f,6-A-Thusold_Husasmidjan
9c931889e8abc58cf99321606969fc4edf199002,6-B-Hlemmur
b71f1f47d463b9805261f21c884acae6f0819337,6-B-Hlemmur
72a4972f24c7667e0833ec10c41cbf4c3fa0d16d,6-B-Hlemmur
b8cc8b9073161aa4a97d2d67705176df6db8fb47,6-B-Hlemmur
8c394115c286f72c8c57e16ab70d93645ee3af90,11-A-Nordurstrond_Austurstrond
df22f2f8296255b582e1e5a42be5e42638509234,11-A-Nordurstrond_Austurstrond
8c4230db96e717a5067c59f1e324616f70746d27,11-A-Nordurstrond_Austurstrond
dbe2b7649c6192369633f04ce0df4551b3657be4,11-B-Mjodd
42ae0bb8e0ad5a2bbf9e24cf2484a8a008788ff5,11-B-Mjodd
d76a1ed64b1a35a28b727777af3adaddaa7367f0,11-B-Mjodd
f7289a578f47628183ea34a87f83c28533962130,12-A-Breidhofdi_Artun-1
af0871618c7c28e8f2963edf141ec85d0f8858d8,12-A-Breidhofdi_Artun-2
43d7b8c82e1daad911af1a0f172a67c1b5e43048,12-A-Breidhofdi_Artun-1
b6d5a550e1bcb9258d251dcf60f2a01b4e07c7c6,12-A-Breidhofdi_Artun-2
3c1b59c5c0eb22842dcc869f45dabbf2622f9bd2,12-B-Skeljanes-1
95ec6d9c8dff06e5dddeb5f5c014ec4499d1a8a4,12-B-Skeljanes-2
9d6055c940b0cc5c1fd13bab9f6e6ecf63ad93e3,12-B-Skeljanes-1
c53f17b8281980084ae94c4219d04ab57f713bd8,13-A-Oldugrandi
d27a4a652ae1b8cddea237df46470d1c314dceae,13-B-Slettuvegur
4babb8e0111300206c3b45abe11dbf1b4b1e83ed,14-A-Verzlo
eeffcbb69601abf1d165b3f7a9ecdcae4b5d745f,14-A-Verzlo
5f93d8a23e9b58716af8ace67c884efec73331ee,14-B-Grandi
125d799e13c3c07ed91d4072f15c116c00ea8785,14-B-Grandi
8dadf74a6ead07403db7390fbe5e60074ea71eb7,15-A-Meistaravellir
a4f89ffa3d5528b536dad9b34fdbab3e71790fd8,15-A-Meistaravellir
5ec8bc9c0e832cb594d3439cf16d910c3b441017,15-A-Meistaravellir
6a73f8ba019836c15f0636b119978bd062768232,15-B-Reykjavegur
236113dce38d87823fac453654f94b3b8a240a11,15-B-Reykjavegur
a1903b51a25f53463059caa13d563abaf2717668,17-A-Mjodd
f816a2c4cf78c2423cf20df4c8ba2bbf0e8f47bc,17-A-Mjodd
18ada31488ef7ddcca3c81e0a3142af63cc01a5c,17-B-Hlemmur
b315b7eb7fa71212609ca925166b8d8d4a61f012,17-B-Hlemmur
fb75d382deaf1fc4957352acca55f208d388eacb,18-A-Hlemmur
e4e806878d65d091486107da8092cd8bd615d708,18-B-Haholt
cb8226c9f4ed4e400822cdbbc0e235047eacec1b,19-A-Ellidabraut_Arvad
d6dcae2a1f1b535893b2586113d88bb1ccc6ad48,19-A-Ellidabraut_Arvad
8a726e344c4c5c5939d971c8578ba89f0195a31c,19-A-Ellidabraut_Arvad
8283b367633322328d1232a67655b5fd104a5562,19-B-Nautholl_HR
16681c163e6c8f956a2a60243d2a49d709eea74d,19-B-Nautholl_HR
616ee338a8441005ec344f2069dff16141371cd3,21-A-IKEA
2721c04711d238821df4b7282ec8849d5fd9e358,21-B-Fjordur
cb5bcdd9f07dc878a14267ac0ea7b15a38e5c4c9,22-A-Skutahraun_Slokkvistod
f10e37f7855ab87ca6e23774e3332d8bf07181df,22-A-Fjordur
f36b1f71bbc74496807701192d26e4054111aaa6,22-B-Fjordur-1
4dbec49a3ce693f5e352b5c4ac31a73bc0e2207f,22-B-Fjordur-2
f8ba3d58690ac966fe9c174e8ad40cc5b4c7da3a,23-A-Asgardur-1
017aee9ad40dcc0ca8b3a6cbb62a84919e9c11cf,23-A-Asgardur-2
076d66ac0d2c9b785b564e1f9df8418c71d5dcbb,24-A-Asgardur
2096317d71c4f967cae704563f2cf975c2367e91,24-A-Asgardur
c4ee9729ff4b2651c32bc4f12e7d027d555ef1ce,24-B-Spongin
68e246827c136f7e71d30ffc494d31c329fdc433,24-B-Spongin
0876cbe938a3daa580466bfebdb9e3c3260219ed,26-A-Fylkisvegur
e59f5d1163964caa9ec86077ae85d66942aa9b77,26-B-Spongin
4bf2323f5602ebb8071a03ed5a97aadf51c77d72,28-A-Mjodd
